year,county1,county,fbfmcode,debt_to_asset,Cash_acres,Share_acres,Owned_Acres,Total_Acres,spr,Cash_percent,Share_percent,Owned_percent
2009,Iroquois,IROQUOIS,38,0.181373133,18952,25743,5107,49802,83.68009317,0.380546966,0.516906952,0.102546082
2009,Jasper,JASPER,40,0.214025045,1245,996,331,2572,59.02021773,0.484059098,0.387247278,0.128693624
2009,JoDaviess,JO DAVIESS,43,0.276788719,4024,228,2977,7229,65.07262415,0.556646839,0.031539632,0.411813529
2009,Kane,KANE,45,0.09201643,1978,0,415,2393,86.86126201,0.826577518,0,0.173422482
2009,Kankakee,KANKAKEE,46,0.089860326,310,466,135,911,87,0.340285401,0.511525796,0.148188804
2009,Kendall,KENDALL,47,0.245729475,5575,2403,1234,9212,86.10692575,0.605188884,0.260855406,0.13395571
2009,Knox,KNOX,48,0.293871858,5776,2762,2716,11254,79.4896037,0.513239737,0.245423849,0.241336414
2009,LaSalle,LASALLE,50,0.239601865,11665,10557,4325,26547,87.89919765,0.439409349,0.397672053,0.162918597
2009,Lawrence,LAWRENCE,51,0.264928386,1182,634,1217,3033,55,0.389713155,0.20903396,0.401252885
2009,Lee,LEE,52,0.146825619,2497,1329,1531,5357,86.96266567,0.466119097,0.248086616,0.285794288
2009,Livingston,LIVINGSTON,53,0.22369407,30975,37311,13471,81757,80.46290837,0.378866641,0.456364593,0.164768766
2009,Logan,LOGAN,54,0.205369179,12580,16457,3172,32209,91.72054395,0.390574063,0.510944146,0.098481791
2009,McDonough,MCDONOUGH,55,0.323543936,4051,2671,1288,8010,83.01473159,0.505742821,0.333458177,0.160799001
2009,McHenry,MCHENRY,56,0.522552927,0,1427,83,1510,80,0,0.945033113,0.054966887
2009,McLean,MCLEAN,57,0.232658591,26886,43031,9395,79312,87.58848598,0.338990317,0.54255346,0.118456224
2009,Macon,MACON,58,0.224379127,805,2965,346,4116,94.98347911,0.195578231,0.720359572,0.084062196
2009,Marion,MARION,61,0.242048217,236,294,495,1025,55,0.230243902,0.286829268,0.482926829
2009,Marshall,MARSHALL,62,0.213958768,5583,9937,3269,18789,81.92916068,0.297141945,0.528873277,0.173984778
2009,Mason,MASON,63,0.199866431,2698,12556,4432,19686,67.69821193,0.137051712,0.637813675,0.225134613
2009,Menard,MENARD,65,0.089315146,1432,3985,318,5735,87.37332171,0.249694856,0.694856146,0.055448997
2009,Mercer,MERCER,66,0.296472143,17313,8927,9391,35631,75.68451629,0.485897112,0.25054026,0.263562628
2009,Morgan,MORGAN,69,0.296060209,1969,5441,2474,9884,83.0567584,0.199210846,0.550485633,0.250303521
2009,Moultrie,MOULTRIE,70,0.159486725,7450,10436,1949,19835,91.78366524,0.375598689,0.52614066,0.09826065
2009,Ogle,OGLE,71,0.341553321,1184,1915,383,3482,89.38081562,0.340034463,0.549971281,0.109994256
2009,Peoria,PEORIA,72,0.205897323,10003,8138,2973,21114,83.834991,0.473761485,0.385431467,0.140807047
2009,Piatt,PIATT,74,0.341352465,7643,7041,818,15502,92.04451039,0.493033157,0.454199458,0.052767385
2009,Pike,PIKE,75,0.376114557,1341,2478,2293,6112,79.9283377,0.21940445,0.405431937,0.375163613
2009,Richland,RICHLAND,80,0.200815692,771,454,1160,2385,58.03438155,0.32327044,0.190356394,0.486373166
2009,Rock Island,ROCK ISLAND,81,0.219842667,1972,1378,1340,4690,78.98784648,0.420469083,0.293816631,0.285714286
2009,StClair,ST CLAIR,82,0.45819745,0,1191,64,1255,65,0,0.949003984,0.050996016
2009,Sangamon,SANGAMON,84,0.213081557,5713,9608,1093,16414,91.58212502,0.348056537,0.585353966,0.066589497
2009,Schuyler,SCHUYLER,85,0.246042167,1159,884,1075,3118,75.11545863,0.371712636,0.283515074,0.34477229
2009,Scott,SCOTT,86,0.281213535,1752,2692,922,5366,71.91092061,0.326500186,0.501677227,0.171822587
2009,Stark,STARK,88,0.272397539,20560,7122,7205,34887,89.56473758,0.58933127,0.20414481,0.20652392
2009,Stephenson,STEPHENSON,89,0.295339749,20291,362,7748,28401,76.72934052,0.714446674,0.01274603,0.272807296
2009,Tazewell,TAZEWELL,90,0.214185965,5520,12721,3938,22179,89.44772082,0.24888408,0.573560575,0.177555345
2009,Vermilion,VERMILION,92,0.252759536,26188,40467,5539,72194,83.80355708,0.362744826,0.560531346,0.076723827
2009,Wabash,WABASH,93,0.135630354,358,0,475,833,55,0.429771909,0,0.570228091
2009,Warren,WARREN,94,0.219342705,3330,2191,3102,8623,80.35927172,0.386176505,0.254087904,0.359735591
2009,Washington,WASHINGTON,95,0.163040301,25,132,351,508,70,0.049212598,0.25984252,0.690944882
2009,Wayne,WAYNE,96,0.123091807,103,402,561,1066,55,0.096622889,0.377110694,0.526266417
2009,Whiteside,WHITESIDE,98,0.279784404,25515,9128,9986,44629,71.25420691,0.57171346,0.204530686,0.223755854
2009,Winnebago,WINNEBAGO,101,0.159172132,2849,135,1294,4278,75.30621786,0.665965404,0.031556802,0.302477793
2009,Woodford,WOODFORD,102,0.184351898,7539,4375,2188,14102,90.76329599,0.534605021,0.310239682,0.155155297
